"state","married_couple","homeowner","car_value","count","a0","a1","a2","b0","b1","c1","c2","c3","c4","d1","d2","d3","e0","e1","f0","f1","f2","f3","g1","g2","g3","g4"
"GA",0,0,"e",119,0.26890756302521,0.563025210084034,0.168067226890756,0.336134453781513,0.663865546218487,0,0.714285714285714,0.260504201680672,0.0252100840336134,0,0.647058823529412,0.352941176470588,0.478991596638655,0.521008403361345,0.243697478991597,0.176470588235294,0.521008403361345,0.0588235294117647,0.201680672268908,0.546218487394958,0.184873949579832,0.0672268907563025
"GA",0,0,"f",114,0.166666666666667,0.631578947368421,0.201754385964912,0.403508771929825,0.596491228070175,0,0.675438596491228,0.298245614035088,0.0263157894736842,0,0.587719298245614,0.412280701754386,0.456140350877193,0.543859649122807,0.166666666666667,0.263157894736842,0.5,0.0701754385964912,0.140350877192982,0.56140350877193,0.210526315789474,0.087719298245614
"GA",0,0,"g",44,0.204545454545455,0.568181818181818,0.227272727272727,0.363636363636364,0.636363636363636,0,0.795454545454545,0.204545454545455,0,0,0.772727272727273,0.227272727272727,0.363636363636364,0.636363636363636,0.204545454545455,0.159090909090909,0.477272727272727,0.159090909090909,0.181818181818182,0.568181818181818,0.159090909090909,0.0909090909090909
"GA",0,0,"h",17,0.176470588235294,0.529411764705882,0.294117647058824,0.176470588235294,0.823529411764706,0,0.764705882352941,0.176470588235294,0.0588235294117647,0,0.705882352941177,0.294117647058824,0.352941176470588,0.647058823529412,0.176470588235294,0.117647058823529,0.588235294117647,0.117647058823529,0.352941176470588,0.470588235294118,0.117647058823529,0.0588235294117647
"GA",0,0,"i",3,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333
"GA",0,1,"a",1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"GA",0,1,"b",1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"GA",0,1,"c",16,0.5,0.375,0.125,0.3125,0.6875,0,0.75,0.25,0,0,0.8125,0.1875,0.625,0.375,0.5,0.125,0.375,0,0.125,0.6875,0.125,0.0625
"GA",0,1,"d",87,0.195402298850575,0.666666666666667,0.137931034482759,0.32183908045977,0.67816091954023,0,0.735632183908046,0.218390804597701,0.0459770114942529,0,0.666666666666667,0.333333333333333,0.367816091954023,0.632183908045977,0.183908045977011,0.333333333333333,0.425287356321839,0.0574712643678161,0.252873563218391,0.482758620689655,0.160919540229885,0.103448275862069
"GA",0,1,"e",174,0.235632183908046,0.637931034482759,0.126436781609195,0.327586206896552,0.672413793103448,0,0.655172413793103,0.304597701149425,0.0402298850574713,0,0.632183908045977,0.367816091954023,0.385057471264368,0.614942528735632,0.183908045977011,0.304597701149425,0.46551724137931,0.0459770114942529,0.183908045977011,0.494252873563218,0.218390804597701,0.103448275862069
"GA",0,1,"f",188,0.138297872340426,0.664893617021277,0.196808510638298,0.303191489361702,0.696808510638298,0,0.537234042553192,0.393617021276596,0.0691489361702128,0,0.601063829787234,0.398936170212766,0.319148936170213,0.680851063829787,0.111702127659574,0.324468085106383,0.51063829787234,0.0531914893617021,0.154255319148936,0.50531914893617,0.25,0.0904255319148936
"GA",0,1,"g",114,0.12280701754386,0.701754385964912,0.175438596491228,0.350877192982456,0.649122807017544,0,0.447368421052632,0.394736842105263,0.157894736842105,0,0.456140350877193,0.543859649122807,0.350877192982456,0.649122807017544,0.105263157894737,0.289473684210526,0.517543859649123,0.087719298245614,0.131578947368421,0.473684210526316,0.236842105263158,0.157894736842105
"GA",0,1,"h",31,0.032258064516129,0.67741935483871,0.290322580645161,0.548387096774194,0.451612903225806,0,0.387096774193548,0.451612903225806,0.161290322580645,0,0.387096774193548,0.612903225806452,0.354838709677419,0.645161290322581,0.032258064516129,0.161290322580645,0.612903225806452,0.193548387096774,0.129032258064516,0.483870967741935,0.225806451612903,0.161290322580645
"GA",0,1,"i",9,0.333333333333333,0.444444444444444,0.222222222222222,0.222222222222222,0.777777777777778,0,0.222222222222222,0.444444444444444,0.333333333333333,0,0.222222222222222,0.777777777777778,0.444444444444444,0.555555555555556,0.444444444444444,0.333333333333333,0.222222222222222,0,0.222222222222222,0.555555555555556,0.222222222222222,0
"GA",1,0,"c",2,0,1,0,0,1,0,0.5,0.5,0,0,1,0,0,1,0,1,0,0,0,0,0.5,0.5
"GA",1,0,"d",1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
"GA",1,0,"e",24,0.166666666666667,0.583333333333333,0.25,0.458333333333333,0.541666666666667,0,0.791666666666667,0.208333333333333,0,0,0.75,0.25,0.541666666666667,0.458333333333333,0.166666666666667,0.25,0.5,0.0833333333333333,0.166666666666667,0.583333333333333,0.208333333333333,0.0416666666666667
"GA",1,0,"f",13,0,1,0,0.384615384615385,0.615384615384615,0,0.692307692307692,0.307692307692308,0,0,0.692307692307692,0.307692307692308,0.307692307692308,0.692307692307692,0,0.307692307692308,0.692307692307692,0,0.384615384615385,0.153846153846154,0.230769230769231,0.230769230769231
"GA",1,0,"g",7,0.142857142857143,0.857142857142857,0,0.428571428571429,0.571428571428571,0,0.714285714285714,0.142857142857143,0.142857142857143,0,0.714285714285714,0.285714285714286,0.285714285714286,0.714285714285714,0.142857142857143,0.285714285714286,0.571428571428571,0,0.285714285714286,0.428571428571429,0.142857142857143,0.142857142857143
"GA",1,0,"h",3,0,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0,1,0,0,0.333333333333333,0.666666666666667,0
"GA",1,1,"c",3,0.666666666666667,0,0.333333333333333,0,1,0,1,0,0,0,1,0,1,0,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0
"GA",1,1,"d",31,0.32258064516129,0.612903225806452,0.0645161290322581,0.290322580645161,0.709677419354839,0,0.67741935483871,0.290322580645161,0.032258064516129,0,0.67741935483871,0.32258064516129,0.483870967741935,0.516129032258065,0.32258064516129,0.193548387096774,0.451612903225806,0.032258064516129,0.129032258064516,0.419354838709677,0.225806451612903,0.225806451612903
"GA",1,1,"e",54,0.277777777777778,0.518518518518518,0.203703703703704,0.351851851851852,0.648148148148148,0,0.5,0.388888888888889,0.111111111111111,0,0.5,0.5,0.481481481481481,0.518518518518518,0.277777777777778,0.277777777777778,0.296296296296296,0.148148148148148,0.0740740740740741,0.537037037037037,0.185185185185185,0.203703703703704
"GA",1,1,"f",66,0.196969696969697,0.560606060606061,0.242424242424242,0.454545454545455,0.545454545454545,0,0.46969696969697,0.378787878787879,0.151515151515152,0,0.5,0.5,0.545454545454545,0.454545454545455,0.181818181818182,0.257575757575758,0.46969696969697,0.0909090909090909,0.0909090909090909,0.545454545454545,0.212121212121212,0.151515151515152
"GA",1,1,"g",33,0.121212121212121,0.666666666666667,0.212121212121212,0.393939393939394,0.606060606060606,0,0.424242424242424,0.424242424242424,0.151515151515152,0,0.515151515151515,0.484848484848485,0.363636363636364,0.636363636363636,0.121212121212121,0.242424242424242,0.484848484848485,0.151515151515152,0.272727272727273,0.545454545454545,0.151515151515152,0.0303030303030303
"GA",1,1,"h",17,0.176470588235294,0.764705882352941,0.0588235294117647,0.411764705882353,0.588235294117647,0,0.235294117647059,0.411764705882353,0.352941176470588,0,0.235294117647059,0.764705882352941,0.588235294117647,0.411764705882353,0.0588235294117647,0.529411764705882,0.352941176470588,0.0588235294117647,0.0588235294117647,0.588235294117647,0.352941176470588,0
"GA",1,1,"i",3,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0
"IA",0,0,"a",1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"IA",0,0,"b",1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"IA",0,0,"c",15,0.666666666666667,0.266666666666667,0.0666666666666667,0.666666666666667,0.333333333333333,0.266666666666667,0.2,0.533333333333333,0,0.2,0.133333333333333,0.666666666666667,0.866666666666667,0.133333333333333,0.666666666666667,0.0666666666666667,0.2,0.0666666666666667,0.133333333333333,0.866666666666667,0,0
"IA",0,0,"d",58,0.258620689655172,0.620689655172414,0.120689655172414,0.586206896551724,0.413793103448276,0.0862068965517241,0.189655172413793,0.620689655172414,0.103448275862069,0.0689655172413793,0.0517241379310345,0.879310344827586,0.810344827586207,0.189655172413793,0.258620689655172,0.155172413793103,0.482758620689655,0.103448275862069,0.120689655172414,0.637931034482759,0.206896551724138,0.0344827586206897
"IA",0,0,"e",152,0.210526315789474,0.657894736842105,0.131578947368421,0.460526315789474,0.539473684210526,0.151315789473684,0.138157894736842,0.578947368421053,0.131578947368421,0.0460526315789474,0.0986842105263158,0.855263157894737,0.730263157894737,0.269736842105263,0.203947368421053,0.105263157894737,0.598684210526316,0.0921052631578947,0.125,0.703947368421053,0.144736842105263,0.0263157894736842
"IA",0,0,"f",85,0.2,0.635294117647059,0.164705882352941,0.588235294117647,0.411764705882353,0.0941176470588235,0.188235294117647,0.623529411764706,0.0941176470588235,0,0.141176470588235,0.858823529411765,0.823529411764706,0.176470588235294,0.176470588235294,0.2,0.529411764705882,0.0941176470588235,0.164705882352941,0.694117647058824,0.117647058823529,0.0235294117647059
"IA",0,0,"g",35,0.114285714285714,0.771428571428571,0.114285714285714,0.514285714285714,0.485714285714286,0.0285714285714286,0.2,0.628571428571429,0.142857142857143,0,0.114285714285714,0.885714285714286,0.571428571428571,0.428571428571429,0.114285714285714,0.142857142857143,0.628571428571429,0.114285714285714,0.142857142857143,0.6,0.2,0.0571428571428571
"IA",0,0,"h",5,0,0.8,0.2,0.8,0.2,0.2,0,0.8,0,0,0.2,0.8,0.6,0.4,0,0,0.8,0.2,0.2,0.6,0.2,0
"IA",0,1,"c",7,0.571428571428571,0.428571428571429,0,0.285714285714286,0.714285714285714,0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143,0.142857142857143,0.285714285714286,0.571428571428571,1,0,0.428571428571429,0,0.571428571428571,0,0.285714285714286,0.428571428571429,0.285714285714286,0
"IA",0,1,"d",30,0.2,0.666666666666667,0.133333333333333,0.633333333333333,0.366666666666667,0.1,0.133333333333333,0.566666666666667,0.2,0,0.133333333333333,0.866666666666667,0.833333333333333,0.166666666666667,0.2,0.233333333333333,0.466666666666667,0.1,0.133333333333333,0.533333333333333,0.266666666666667,0.0666666666666667
"IA",0,1,"e",73,0.191780821917808,0.726027397260274,0.0821917808219178,0.493150684931507,0.506849315068493,0.0547945205479452,0.0821917808219178,0.63013698630137,0.232876712328767,0.0410958904109589,0.0273972602739726,0.931506849315068,0.657534246575342,0.342465753424658,0.178082191780822,0.205479452054795,0.561643835616438,0.0547945205479452,0.0821917808219178,0.684931506849315,0.178082191780822,0.0547945205479452
"IA",0,1,"f",61,0.163934426229508,0.80327868852459,0.0327868852459016,0.557377049180328,0.442622950819672,0.0327868852459016,0.114754098360656,0.655737704918033,0.19672131147541,0.0163934426229508,0.0163934426229508,0.967213114754098,0.754098360655738,0.245901639344262,0.131147540983607,0.213114754098361,0.60655737704918,0.0491803278688525,0.131147540983607,0.639344262295082,0.180327868852459,0.0491803278688525
"IA",0,1,"g",42,0.0714285714285714,0.738095238095238,0.19047619047619,0.571428571428571,0.428571428571429,0.0714285714285714,0.0952380952380952,0.642857142857143,0.19047619047619,0.0476190476190476,0.0238095238095238,0.928571428571429,0.69047619047619,0.30952380952381,0.0714285714285714,0.214285714285714,0.547619047619048,0.166666666666667,0.19047619047619,0.571428571428571,0.19047619047619,0.0476190476190476
"IA",0,1,"h",5,0.2,0.6,0.2,0.6,0.4,0,0,0.6,0.4,0,0,1,1,0,0.2,0.2,0.4,0.2,0.2,0.8,0,0
"IA",0,1,"i",1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"IA",1,0,"c",1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
"IA",1,0,"d",2,0.5,0.5,0,0.5,0.5,0,0,1,0,0,0,1,1,0,0.5,0.5,0,0,0,1,0,0
"IA",1,0,"e",15,0.2,0.666666666666667,0.133333333333333,0.666666666666667,0.333333333333333,0.266666666666667,0.133333333333333,0.533333333333333,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.866666666666667,0.8,0.2,0.2,0,0.666666666666667,0.133333333333333,0.333333333333333,0.666666666666667,0,0
"IA",1,0,"f",14,0.142857142857143,0.642857142857143,0.214285714285714,0.785714285714286,0.214285714285714,0.214285714285714,0.0714285714285714,0.714285714285714,0,0.214285714285714,0,0.785714285714286,0.642857142857143,0.357142857142857,0.142857142857143,0.142857142857143,0.5,0.214285714285714,0.285714285714286,0.5,0.142857142857143,0.0714285714285714
"IA",1,0,"g",8,0.125,0.875,0,0.25,0.75,0.125,0.125,0.5,0.25,0.125,0,0.875,0.625,0.375,0.125,0.25,0.625,0,0,1,0,0
"IA",1,0,"h",1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"IA",1,1,"a",1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
"IA",1,1,"d",11,0.363636363636364,0.545454545454545,0.0909090909090909,0.636363636363636,0.363636363636364,0,0.454545454545455,0.363636363636364,0.181818181818182,0,0.0909090909090909,0.909090909090909,0.818181818181818,0.181818181818182,0.363636363636364,0.181818181818182,0.363636363636364,0.0909090909090909,0,0.818181818181818,0.181818181818182,0
"IA",1,1,"e",25,0.2,0.8,0,0.56,0.44,0.12,0.04,0.8,0.04,0.08,0.04,0.88,0.6,0.4,0.2,0.28,0.52,0,0.2,0.64,0.12,0.04
"IA",1,1,"f",19,0.157894736842105,0.736842105263158,0.105263157894737,0.526315789473684,0.473684210526316,0.105263157894737,0.157894736842105,0.578947368421053,0.157894736842105,0.0526315789473684,0.157894736842105,0.789473684210526,0.526315789473684,0.473684210526316,0.157894736842105,0.157894736842105,0.684210526315789,0,0.0526315789473684,0.473684210526316,0.263157894736842,0.210526315789474
"IA",1,1,"g",17,0.0588235294117647,0.588235294117647,0.352941176470588,0.764705882352941,0.235294117647059,0.0588235294117647,0,0.647058823529412,0.294117647058824,0.0588235294117647,0,0.941176470588235,0.823529411764706,0.176470588235294,0.0588235294117647,0.0588235294117647,0.529411764705882,0.352941176470588,0.117647058823529,0.764705882352941,0.117647058823529,0
"IA",1,1,"h",4,0,0.5,0.5,0.75,0.25,0,0.25,0.5,0.25,0,0,1,1,0,0,0,0.5,0.5,0,0.75,0.25,0
"ID",0,0,"a",3,1,0,0,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.666666666666667,1,0,1,0,0,0,0.666666666666667,0,0.333333333333333,0
"ID",0,0,"b",4,0.75,0,0.25,1,0,0.75,0,0.25,0,0.5,0.25,0.25,1,0,0.75,0.25,0,0,0.25,0.75,0,0
"ID",0,0,"c",28,0.785714285714286,0.214285714285714,0,0.392857142857143,0.607142857142857,0.428571428571429,0.392857142857143,0.178571428571429,0,0.142857142857143,0.571428571428571,0.285714285714286,1,0,0.75,0.107142857142857,0.142857142857143,0,0.321428571428571,0.535714285714286,0.107142857142857,0.0357142857142857
"ID",0,0,"d",100,0.51,0.43,0.06,0.38,0.62,0.47,0.32,0.2,0.01,0.25,0.42,0.33,0.84,0.16,0.48,0.26,0.23,0.03,0.31,0.5,0.18,0.01
"ID",0,0,"e",163,0.368098159509202,0.558282208588957,0.0736196319018405,0.374233128834356,0.625766871165644,0.288343558282209,0.343558282208589,0.349693251533742,0.0184049079754601,0.153374233128834,0.361963190184049,0.484662576687117,0.834355828220859,0.165644171779141,0.337423312883436,0.276073619631902,0.355828220858896,0.0306748466257669,0.220858895705521,0.533742331288344,0.233128834355828,0.0122699386503067
"ID",0,0,"f",76,0.276315789473684,0.552631578947368,0.171052631578947,0.394736842105263,0.605263157894737,0.236842105263158,0.276315789473684,0.473684210526316,0.0131578947368421,0.144736842105263,0.289473684210526,0.565789473684211,0.855263157894737,0.144736842105263,0.263157894736842,0.315789473684211,0.315789473684211,0.105263157894737,0.236842105263158,0.513157894736842,0.197368421052632,0.0526315789473684
"ID",0,0,"g",54,0.203703703703704,0.555555555555556,0.240740740740741,0.555555555555556,0.444444444444444,0.277777777777778,0.240740740740741,0.462962962962963,0.0185185185185185,0.12962962962963,0.277777777777778,0.592592592592593,0.814814814814815,0.185185185185185,0.222222222222222,0.296296296296296,0.37037037037037,0.111111111111111,0.240740740740741,0.537037037037037,0.203703703703704,0.0185185185185185
"ID",0,0,"h",7,0.142857142857143,0.714285714285714,0.142857142857143,0.142857142857143,0.857142857142857,0.285714285714286,0.142857142857143,0.285714285714286,0.285714285714286,0.142857142857143,0.285714285714286,0.571428571428571,0.714285714285714,0.285714285714286,0.142857142857143,0.285714285714286,0.428571428571429,0.142857142857143,0.428571428571429,0.428571428571429,0.142857142857143,0
"ID",0,1,"a",1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"ID",0,1,"b",2,1,0,0,0,1,0,0.5,0.5,0,0,0.5,0.5,1,0,0.5,0.5,0,0,0,0.5,0,0.5
"ID",0,1,"c",11,0.818181818181818,0.181818181818182,0,0.363636363636364,0.636363636363636,0.272727272727273,0.363636363636364,0.363636363636364,0,0.181818181818182,0.454545454545455,0.363636363636364,1,0,0.818181818181818,0.0909090909090909,0.0909090909090909,0,0.272727272727273,0.454545454545455,0.272727272727273,0
"ID",0,1,"d",51,0.333333333333333,0.588235294117647,0.0784313725490196,0.450980392156863,0.549019607843137,0.235294117647059,0.294117647058824,0.431372549019608,0.0392156862745098,0.215686274509804,0.254901960784314,0.529411764705882,0.764705882352941,0.235294117647059,0.274509803921569,0.431372549019608,0.215686274509804,0.0784313725490196,0.215686274509804,0.431372549019608,0.235294117647059,0.117647058823529
"ID",0,1,"e",83,0.27710843373494,0.614457831325301,0.108433734939759,0.469879518072289,0.530120481927711,0.253012048192771,0.301204819277108,0.349397590361446,0.0963855421686747,0.108433734939759,0.373493975903614,0.518072289156627,0.746987951807229,0.253012048192771,0.27710843373494,0.36144578313253,0.313253012048193,0.0481927710843374,0.228915662650602,0.493975903614458,0.253012048192771,0.0240963855421687
"ID",0,1,"f",70,0.171428571428571,0.771428571428571,0.0571428571428571,0.357142857142857,0.642857142857143,0.128571428571429,0.2,0.6,0.0714285714285714,0.1,0.214285714285714,0.685714285714286,0.671428571428571,0.328571428571429,0.142857142857143,0.514285714285714,0.314285714285714,0.0285714285714286,0.271428571428571,0.385714285714286,0.271428571428571,0.0714285714285714
"ID",0,1,"g",41,0.170731707317073,0.682926829268293,0.146341463414634,0.439024390243902,0.560975609756098,0.146341463414634,0.24390243902439,0.439024390243902,0.170731707317073,0.0487804878048781,0.219512195121951,0.731707317073171,0.731707317073171,0.268292682926829,0.170731707317073,0.341463414634146,0.439024390243902,0.0487804878048781,0.219512195121951,0.365853658536585,0.341463414634146,0.0731707317073171
"ID",0,1,"h",10,0.1,0.7,0.2,0.5,0.5,0.1,0.2,0.3,0.4,0.1,0.2,0.7,0.7,0.3,0.1,0.3,0.5,0.1,0,0.7,0.2,0.1
"ID",0,1,"i",2,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,1,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0
"ID",1,0,"b",1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
"ID",1,0,"c",3,1,0,0,1,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.333333333333333,1,0,1,0,0,0,0,0.666666666666667,0.333333333333333,0
"ID",1,0,"d",15,0.6,0.266666666666667,0.133333333333333,0.733333333333333,0.266666666666667,0.866666666666667,0.0666666666666667,0.0666666666666667,0,0.733333333333333,0.0666666666666667,0.2,1,0,0.6,0,0.333333333333333,0.0666666666666667,0.266666666666667,0.666666666666667,0.0666666666666667,0
"ID",1,0,"e",25,0.2,0.6,0.2,0.6,0.4,0.36,0.24,0.36,0.04,0.12,0.36,0.52,0.72,0.28,0.2,0.32,0.4,0.08,0.4,0.4,0.2,0
"ID",1,0,"f",23,0.173913043478261,0.695652173913043,0.130434782608696,0.304347826086957,0.695652173913043,0.347826086956522,0.217391304347826,0.434782608695652,0,0.217391304347826,0.347826086956522,0.434782608695652,0.739130434782609,0.260869565217391,0.173913043478261,0.304347826086957,0.434782608695652,0.0869565217391304,0.130434782608696,0.521739130434783,0.304347826086957,0.0434782608695652
"ID",1,0,"g",11,0.181818181818182,0.636363636363636,0.181818181818182,0.363636363636364,0.636363636363636,0.363636363636364,0.363636363636364,0.181818181818182,0.0909090909090909,0.272727272727273,0.454545454545455,0.272727272727273,0.636363636363636,0.363636363636364,0.181818181818182,0.363636363636364,0.363636363636364,0.0909090909090909,0.272727272727273,0.545454545454545,0.181818181818182,0
"ID",1,0,"h",2,0,1,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,1,0,0
"ID",1,1,"a",1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
"ID",1,1,"c",2,0.5,0.5,0,0,1,0,0,1,0,0,0,1,1,0,0.5,0,0.5,0,0.5,0.5,0,0
"ID",1,1,"d",6,0.5,0.333333333333333,0.166666666666667,0.5,0.5,0.166666666666667,0,0.833333333333333,0,0.166666666666667,0,0.833333333333333,0.833333333333333,0.166666666666667,0.5,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.833333333333333,0,0
"ID",1,1,"e",30,0.3,0.6,0.1,0.466666666666667,0.533333333333333,0.133333333333333,0.266666666666667,0.466666666666667,0.133333333333333,0.133333333333333,0.133333333333333,0.733333333333333,0.9,0.1,0.266666666666667,0.3,0.4,0.0333333333333333,0.266666666666667,0.433333333333333,0.3,0
"ID",1,1,"f",37,0.162162162162162,0.756756756756757,0.0810810810810811,0.486486486486487,0.513513513513513,0.216216216216216,0.243243243243243,0.513513513513513,0.027027027027027,0.0810810810810811,0.189189189189189,0.72972972972973,0.72972972972973,0.27027027027027,0.162162162162162,0.351351351351351,0.432432432432432,0.0540540540540541,0.189189189189189,0.540540540540541,0.189189189189189,0.0810810810810811
"ID",1,1,"g",21,0.0476190476190476,0.714285714285714,0.238095238095238,0.476190476190476,0.523809523809524,0.0952380952380952,0.285714285714286,0.333333333333333,0.285714285714286,0.0476190476190476,0.285714285714286,0.666666666666667,0.80952380952381,0.19047619047619,0.0476190476190476,0.428571428571429,0.476190476190476,0.0476190476190476,0.285714285714286,0.285714285714286,0.380952380952381,0.0476190476190476
"ID",1,1,"h",6,0,0.833333333333333,0.166666666666667,0,1,0.166666666666667,0,0.333333333333333,0.5,0,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,0,0.833333333333333,0.166666666666667,0,0.166666666666667,0.333333333333333,0.333333333333333,0.166666666666667
"ID",1,1,"i",1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
"IN",0,0,"a",1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
"IN",0,0,"b",3,1,0,0,0.333333333333333,0.666666666666667,0,1,0,0,0,0.666666666666667,0.333333333333333,1,0,1,0,0,0,0.333333333333333,0.666666666666667,0,0
"IN",0,0,"c",87,0.689655172413793,0.241379310344828,0.0689655172413793,0.620689655172414,0.379310344827586,0.206896551724138,0.574712643678161,0.183908045977011,0.0344827586206897,0.137931034482759,0.425287356321839,0.436781609195402,0.839080459770115,0.160919540229885,0.666666666666667,0.114942528735632,0.183908045977011,0.0344827586206897,0.597701149425287,0.344827586206897,0.0344827586206897,0.0229885057471264
"IN",0,0,"d",381,0.383202099737533,0.467191601049869,0.149606299212598,0.496062992125984,0.503937007874016,0.215223097112861,0.461942257217848,0.299212598425197,0.0236220472440945,0.102362204724409,0.362204724409449,0.535433070866142,0.664041994750656,0.335958005249344,0.346456692913386,0.154855643044619,0.459317585301837,0.0393700787401575,0.548556430446194,0.283464566929134,0.115485564304462,0.05249343832021
"IN",0,0,"e",660,0.356060606060606,0.478787878787879,0.165151515151515,0.472727272727273,0.527272727272727,0.201515151515152,0.45,0.327272727272727,0.0212121212121212,0.096969696969697,0.333333333333333,0.56969696969697,0.660606060606061,0.339393939393939,0.31969696969697,0.181818181818182,0.440909090909091,0.0575757575757576,0.571212121212121,0.290909090909091,0.1,0.0378787878787879
"IN",0,0,"f",437,0.295194508009153,0.530892448512586,0.173913043478261,0.510297482837529,0.489702517162471,0.167048054919908,0.45766590389016,0.336384439359268,0.0389016018306636,0.0869565217391304,0.354691075514874,0.558352402745995,0.647597254004577,0.352402745995423,0.276887871853547,0.160183066361556,0.501144164759725,0.0617848970251716,0.576659038901602,0.283752860411899,0.118993135011442,0.0205949656750572
"IN",0,0,"g",157,0.267515923566879,0.535031847133758,0.197452229299363,0.477707006369427,0.522292993630573,0.159235668789809,0.445859872611465,0.375796178343949,0.0191082802547771,0.114649681528662,0.32484076433121,0.560509554140127,0.592356687898089,0.407643312101911,0.254777070063694,0.159235668789809,0.509554140127389,0.0764331210191083,0.636942675159236,0.222929936305732,0.101910828025478,0.0382165605095541
"IN",0,0,"h",30,0.166666666666667,0.666666666666667,0.166666666666667,0.5,0.5,0.133333333333333,0.533333333333333,0.2,0.133333333333333,0.0333333333333333,0.3,0.666666666666667,0.566666666666667,0.433333333333333,0.133333333333333,0.0666666666666667,0.733333333333333,0.0666666666666667,0.666666666666667,0.166666666666667,0.1,0.0666666666666667
"IN",0,0,"i",2,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0
"IN",0,1,"a",6,0.5,0.5,0,0.5,0.5,0.166666666666667,0.666666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,0.666666666666667,1,0,0.333333333333333,0,0.666666666666667,0,0.5,0.333333333333333,0.166666666666667,0
"IN",0,1,"b",2,0,0.5,0.5,1,0,0,0.5,0.5,0,0,0,1,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0
"IN",0,1,"c",47,0.702127659574468,0.276595744680851,0.0212765957446809,0.723404255319149,0.276595744680851,0.127659574468085,0.48936170212766,0.319148936170213,0.0638297872340425,0.106382978723404,0.382978723404255,0.51063829787234,0.829787234042553,0.170212765957447,0.617021276595745,0.127659574468085,0.212765957446809,0.0425531914893617,0.446808510638298,0.468085106382979,0.0425531914893617,0.0425531914893617
"IN",0,1,"d",216,0.425925925925926,0.462962962962963,0.111111111111111,0.486111111111111,0.513888888888889,0.185185185185185,0.393518518518519,0.393518518518519,0.0277777777777778,0.12037037037037,0.268518518518519,0.611111111111111,0.652777777777778,0.347222222222222,0.365740740740741,0.143518518518519,0.430555555555556,0.0601851851851852,0.407407407407407,0.412037037037037,0.12037037037037,0.0601851851851852
"IN",0,1,"e",495,0.23030303030303,0.616161616161616,0.153535353535354,0.460606060606061,0.539393939393939,0.0828282828282828,0.347474747474747,0.515151515151515,0.0545454545454545,0.0606060606060606,0.234343434343434,0.705050505050505,0.587878787878788,0.412121212121212,0.206060606060606,0.216161616161616,0.527272727272727,0.0505050505050505,0.553535353535354,0.262626262626263,0.109090909090909,0.0747474747474747
